class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,radius,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,weight,ring-number,ring-type,spore-print-color,population,habitat
e,x,f,w,f,n,f,w,b,h,t,e,134,f,s,w,w,p,w,26,o,e,n,s,g
e,x,y,e,t,n,f,c,b,u,t,b,274,s,s,p,g,p,w,34,o,p,k,y,d
p,f,f,g,f,f,f,c,b,h,e,b,3,k,k,n,n,p,w,26,o,l,h,v,p
p,k,s,e,f,s,f,c,n,b,t,?,300,k,s,w,w,p,w,41,o,e,w,v,d
e,x,f,e,t,n,f,c,b,p,t,b,68,s,s,w,g,p,w,23,o,p,n,v,d
p,f,f,y,f,f,f,c,b,g,e,b,146,k,k,b,p,p,w,26,o,l,h,v,d
p,k,y,e,f,s,f,c,n,b,t,?,26,s,s,w,w,p,w,23,o,e,w,v,d
e,x,y,y,t,a,f,c,b,n,e,r,47,s,y,w,w,p,w,45,o,p,n,y,g
p,k,s,n,f,y,f,c,n,b,t,?,555,s,k,p,w,p,w,43,o,e,w,v,p
e,x,y,g,t,n,f,c,b,p,t,b,51,s,s,p,w,p,w,55,o,p,k,y,d
p,f,s,p,t,n,f,c,b,g,e,b,51,s,s,w,w,p,w,23,t,p,r,v,m
p,x,y,n,f,f,f,c,n,b,t,?,126,s,k,p,p,p,w,23,o,e,w,v,d
e,k,f,g,f,n,f,w,b,g,e,?,671,s,s,w,w,p,w,23,t,p,w,n,g
p,f,s,n,f,s,f,c,n,b,t,?,84,s,k,p,w,p,w,26,o,e,w,v,d
p,f,f,g,f,f,f,c,b,p,e,b,215,k,k,p,p,p,w,44,o,l,h,v,g
e,f,f,n,t,n,f,c,b,p,t,b,70,s,s,g,p,p,w,24,o,p,k,v,d
p,x,s,e,f,s,f,c,n,b,t,?,97,s,k,p,p,p,w,23,o,e,w,v,l
e,x,f,n,t,n,f,c,b,u,t,b,78,s,s,g,p,p,w,26,o,p,n,y,d
e,f,s,n,f,n,a,c,b,o,e,?,302,s,s,o,o,p,n,47,o,p,n,v,l
p,x,f,g,f,f,f,c,b,h,e,b,182,k,k,n,n,p,w,28,o,l,h,v,d
p,x,s,w,f,c,f,c,n,p,e,b,58,s,s,w,w,p,w,31,o,p,k,v,d
e,x,y,y,t,l,f,c,b,g,e,c,112,s,s,w,w,p,w,38,o,p,k,s,m
p,k,s,n,f,y,f,c,n,b,t,?,135,s,s,p,w,p,w,32,o,e,w,v,d
p,x,s,n,f,y,f,c,n,b,t,?,375,k,k,p,p,p,w,27,o,e,w,v,p
e,x,y,n,t,a,f,c,b,p,e,r,90,s,y,w,w,p,w,31,o,p,k,y,g
p,f,f,y,f,f,f,c,b,p,e,b,19,k,k,n,p,p,w,42,o,l,h,y,g
e,f,y,n,t,n,f,c,b,p,t,b,20,s,s,p,p,p,w,65,o,p,n,v,d
p,f,f,g,f,f,f,c,b,h,e,b,7,k,k,p,p,p,w,26,o,l,h,v,g
e,x,f,g,f,n,f,w,b,k,t,e,217,f,f,w,w,p,w,27,o,e,n,a,g
p,k,s,n,f,f,f,c,n,b,t,?,515,s,s,w,w,p,w,23,o,e,w,v,p
e,f,f,n,t,n,f,c,b,n,t,b,93,s,s,w,p,p,w,42,o,p,n,y,d
e,x,f,e,t,n,f,c,b,p,t,b,326,s,s,g,g,p,w,23,o,p,n,v,d
e,x,f,n,f,n,f,c,n,k,e,e,8,s,s,w,w,p,w,48,o,p,k,y,u
p,f,s,n,t,p,f,c,n,k,e,e,173,s,s,w,w,p,w,24,o,p,k,v,g
e,f,y,e,t,n,f,c,b,w,t,b,282,s,s,g,g,p,w,41,o,p,k,v,d
p,k,y,n,f,y,f,c,n,b,t,?,119,k,s,w,w,p,w,23,o,e,w,v,l
e,f,s,w,f,n,f,w,b,h,t,e,8,s,f,w,w,p,w,23,o,e,n,s,g
e,f,f,g,t,n,f,c,b,n,t,b,297,s,s,w,p,p,w,52,o,p,n,y,d
e,f,y,n,t,n,f,c,b,u,t,b,127,s,s,g,w,p,w,23,o,p,k,v,d
p,f,s,e,f,y,f,c,n,b,t,?,129,s,s,w,p,p,w,25,o,e,w,v,l
p,x,y,g,f,f,f,c,b,g,e,b,254,k,k,b,p,p,w,45,o,l,h,v,g
p,x,y,g,f,f,f,c,b,p,e,b,7,k,k,n,n,p,w,39,o,l,h,v,g
e,k,s,e,t,n,f,c,b,w,e,?,176,s,s,e,w,p,w,25,t,e,w,c,w
e,f,y,e,t,n,f,c,b,w,t,b,36,s,s,g,g,p,w,44,o,p,n,v,d
p,f,f,g,f,f,f,c,b,h,e,b,374,k,k,p,b,p,w,37,o,l,h,v,g
p,f,f,y,f,f,f,c,b,g,e,b,28,k,k,b,b,p,w,66,o,l,h,y,g
e,x,s,y,t,a,f,c,b,g,e,c,172,s,s,w,w,p,w,22,o,p,k,n,g
p,f,y,g,f,f,f,c,b,g,e,b,12,k,k,n,n,p,w,23,o,l,h,v,p
e,x,s,b,t,n,f,c,b,e,e,?,208,s,s,e,e,p,w,32,t,e,w,c,w
e,b,f,g,f,n,f,w,b,g,e,?,133,s,s,w,w,p,w,32,t,p,w,n,g
p,f,s,w,t,p,f,c,n,p,e,e,190,s,s,w,w,p,w,24,o,p,k,v,g
e,k,f,g,f,n,f,w,b,w,e,?,413,s,k,w,w,p,w,23,t,p,w,n,g
e,x,s,y,t,l,f,c,b,w,e,c,140,s,s,w,w,p,w,31,o,p,n,s,m
p,x,y,e,f,m,f,c,b,w,e,c,364,k,y,c,c,p,w,0,n,n,w,c,d
p,f,y,y,f,f,f,c,b,p,e,b,2300,k,k,b,n,p,w,55,o,l,h,y,p
p,f,s,e,f,s,f,c,n,b,t,?,233,k,s,w,p,p,w,37,o,e,w,v,d
p,k,s,n,f,f,f,c,n,b,t,?,258,s,s,p,p,p,w,24,o,e,w,v,l
p,x,s,w,f,c,f,w,n,u,e,b,339,s,s,w,w,p,w,62,o,p,n,v,d
e,f,y,e,t,n,f,c,b,u,t,b,127,s,s,p,g,p,w,23,o,p,n,y,d
e,f,y,c,f,n,f,w,n,w,e,b,25,s,f,w,n,p,w,24,o,e,w,v,l
e,k,f,g,f,n,f,w,b,w,e,?,26,k,k,w,w,p,w,26,t,p,w,s,g
p,f,y,w,t,p,f,c,n,n,e,e,201,s,s,w,w,p,w,29,o,p,k,s,u
p,f,y,n,f,s,f,c,n,b,t,?,309,s,k,p,w,p,w,23,o,e,w,v,l
p,k,s,e,f,y,f,c,n,b,t,?,428,s,k,p,p,p,w,23,o,e,w,v,l
e,x,f,g,t,n,f,c,b,p,t,b,156,s,s,p,p,p,w,62,o,p,n,v,d
e,x,s,y,t,l,f,c,b,g,e,c,86,s,s,w,w,p,w,84,o,p,n,n,g
e,x,y,e,t,n,f,c,b,w,t,b,312,s,s,w,p,p,w,45,o,p,k,v,d
p,x,y,y,f,f,f,c,b,g,e,b,433,k,k,n,b,p,w,24,o,l,h,y,p
p,f,s,e,f,f,f,c,n,b,t,?,269,k,k,w,p,p,w,54,o,e,w,v,p
e,x,y,w,t,a,f,c,b,g,e,c,28,s,s,w,w,p,w,25,o,p,n,s,g
e,x,f,n,f,n,f,w,b,p,t,e,115,f,s,w,w,p,w,23,o,e,k,s,g
e,x,f,n,t,n,f,c,b,u,t,b,155,s,s,p,w,p,w,48,o,p,k,y,d
e,x,y,y,t,l,f,c,b,n,e,c,44,s,s,w,w,p,w,48,o,p,n,s,m
e,x,s,g,t,n,f,c,b,w,e,b,265,s,s,w,w,p,w,23,t,p,w,y,p
e,f,f,n,f,n,f,w,b,k,t,e,292,s,s,w,w,p,w,24,o,e,n,s,g
e,x,f,w,f,n,f,w,b,h,t,e,90,f,s,w,w,p,w,31,o,e,n,a,g
e,x,y,g,t,n,f,c,b,p,t,b,282,s,s,p,w,p,w,46,o,p,n,v,d
p,x,f,g,f,f,f,c,b,g,e,b,360,k,k,p,p,p,w,24,o,l,h,v,d
e,f,f,e,t,n,f,c,b,w,t,b,64,s,s,p,w,p,w,24,o,p,k,y,d
e,x,y,n,t,n,f,c,b,u,t,b,193,s,s,p,p,p,w,24,o,p,n,v,d
p,f,y,y,f,f,f,c,b,h,e,b,10,k,k,b,p,p,w,37,o,l,h,y,d
p,x,y,g,f,f,f,c,b,h,e,b,173,k,k,p,n,p,w,43,o,l,h,v,d
p,f,f,y,f,f,f,c,b,p,e,b,83,k,k,b,n,p,w,23,o,l,h,y,d
p,f,y,g,f,f,f,c,b,h,e,b,441,k,k,p,p,p,w,28,o,l,h,y,g
e,f,y,n,t,n,f,c,b,u,t,b,95,s,s,g,g,p,w,54,o,p,k,v,d
p,x,y,n,f,s,f,c,n,b,t,?,263,k,s,p,p,p,w,45,o,e,w,v,d
p,x,s,e,f,y,f,c,n,b,t,?,113,k,k,w,w,p,w,47,o,e,w,v,l
e,x,f,e,t,n,f,c,b,p,t,b,206,s,s,p,w,p,w,26,o,p,n,v,d
p,f,y,y,f,f,f,c,b,h,e,b,189,k,k,n,p,p,w,56,o,l,h,y,g
p,f,y,e,f,s,f,c,n,b,t,?,6,s,s,w,w,p,w,23,o,e,w,v,l
p,f,y,g,f,f,f,c,b,h,e,b,335,k,k,p,b,p,w,57,o,l,h,v,p
p,x,y,n,f,s,f,c,n,b,t,?,5,s,k,p,w,p,w,26,o,e,w,v,p
p,f,s,g,t,f,f,c,b,h,t,b,459,f,f,w,w,p,w,23,o,p,h,v,u
e,f,y,e,t,n,f,c,b,n,t,b,12,s,s,w,g,p,w,29,o,p,k,y,d
p,f,s,e,f,f,f,c,n,b,t,?,29,k,k,w,p,p,w,23,o,e,w,v,d
e,f,f,n,t,n,f,c,b,n,t,b,202,s,s,g,g,p,w,32,o,p,k,y,d
p,k,s,e,f,s,f,c,n,b,t,?,4,k,s,p,p,p,w,25,o,e,w,v,l
e,f,y,e,t,n,f,c,b,u,t,b,339,s,s,w,w,p,w,24,o,p,n,v,d
p,f,y,y,f,f,f,c,b,g,e,b,148,k,k,b,p,p,w,25,o,l,h,v,p
e,x,s,n,f,n,f,w,b,n,t,e,133,f,f,w,w,p,w,25,o,e,n,s,g
p,x,y,n,f,s,f,c,n,b,t,?,123,k,s,w,w,p,w,28,o,e,w,v,d
e,x,y,n,t,n,f,c,b,u,t,b,391,s,s,g,p,p,w,25,o,p,k,v,d
e,f,y,e,t,n,f,c,b,u,t,b,103,s,s,w,g,p,w,30,o,p,n,v,d
p,f,y,e,f,f,f,c,n,b,t,?,184,k,k,p,w,p,w,33,o,e,w,v,l
e,f,y,y,t,l,f,c,b,n,e,r,43,s,y,w,w,p,w,26,o,p,n,y,g
e,f,f,n,t,n,f,c,b,p,t,b,176,s,s,p,w,p,w,25,o,p,k,y,d
p,x,s,w,t,f,f,c,b,w,t,b,4,s,f,w,w,p,w,28,o,p,h,s,g
e,b,s,y,t,a,f,c,b,n,e,c,29,s,s,w,w,p,w,83,o,p,n,n,m
p,k,s,e,f,y,f,c,n,b,t,?,219,k,s,p,w,p,w,53,o,e,w,v,d
p,k,y,e,f,s,f,c,n,b,t,?,553,k,s,p,p,p,w,25,o,e,w,v,l
e,x,f,g,t,n,f,c,b,u,t,b,23,s,s,p,w,p,w,44,o,p,n,v,d
e,f,y,n,t,n,f,c,b,w,e,b,643,s,s,w,w,p,w,23,t,p,w,v,p
p,f,f,g,f,f,f,c,b,p,e,b,21,k,k,b,n,p,w,48,o,l,h,v,g
e,x,y,n,t,n,f,c,b,u,t,b,216,s,s,p,w,p,w,24,o,p,n,y,d
p,x,s,e,f,f,f,c,n,b,t,?,368,s,k,w,w,p,w,24,o,e,w,v,l
e,x,y,g,t,n,f,c,b,u,t,b,171,s,s,p,p,p,w,37,o,p,k,y,d
e,f,f,n,f,n,f,w,b,p,t,e,185,s,s,w,w,p,w,24,o,e,n,a,g
p,x,s,e,f,y,f,c,n,b,t,?,69,s,s,p,p,p,w,36,o,e,w,v,p
p,f,y,g,f,f,f,c,b,p,e,b,209,k,k,b,b,p,w,26,o,l,h,v,d
p,f,y,y,f,f,f,c,b,h,e,b,224,k,k,b,b,p,w,31,o,l,h,v,d
p,x,y,g,f,f,f,c,b,p,e,b,95,k,k,n,n,p,w,38,o,l,h,v,p
p,f,s,n,f,f,f,c,n,b,t,?,294,s,k,p,w,p,w,43,o,e,w,v,p
e,f,f,g,t,n,f,c,b,u,t,b,133,s,s,g,w,p,w,23,o,p,n,v,d
p,f,y,e,f,f,f,c,n,b,t,?,5,k,k,w,w,p,w,23,o,e,w,v,l
p,x,s,w,t,p,f,c,n,n,e,e,72,s,s,w,w,p,w,25,o,p,n,s,u
p,f,s,n,f,f,f,c,n,b,t,?,24,s,s,w,p,p,w,23,o,e,w,v,l
p,k,s,n,f,f,f,c,n,b,t,?,337,s,s,p,w,p,w,37,o,e,w,v,l
e,b,s,n,f,n,a,c,b,n,e,?,181,s,s,o,o,p,o,26,o,p,b,v,l
e,x,f,n,t,n,f,c,b,u,t,b,259,s,s,w,g,p,w,23,o,p,n,v,d
p,f,f,y,f,f,f,c,b,p,e,b,353,k,k,b,p,p,w,25,o,l,h,y,g
p,k,s,n,f,s,f,c,n,b,t,?,822,s,s,w,p,p,w,23,o,e,w,v,l
p,f,y,e,f,s,f,c,n,b,t,?,421,k,s,p,w,p,w,23,o,e,w,v,d
p,x,f,y,f,f,f,c,b,g,e,b,315,k,k,b,n,p,w,24,o,l,h,y,d
e,x,f,n,f,n,f,c,n,p,e,e,2,s,s,w,w,p,w,23,o,p,k,y,u
p,f,y,n,t,p,f,c,n,n,e,e,12,s,s,w,w,p,w,40,o,p,k,v,u
e,x,f,g,t,n,f,c,b,w,t,b,9,s,s,w,g,p,w,70,o,p,k,y,d
e,x,y,n,t,l,f,c,b,p,e,r,8,s,y,w,w,p,w,27,o,p,k,y,g
e,f,y,b,t,n,f,c,b,w,e,?,296,s,s,e,w,p,w,23,t,e,w,c,w
e,x,s,g,f,n,f,w,b,k,t,e,118,s,f,w,w,p,w,23,o,e,k,s,g
e,f,s,g,f,n,f,w,b,p,t,e,184,f,f,w,w,p,w,23,o,e,n,s,g
p,f,f,y,f,f,f,c,b,p,e,b,228,k,k,b,n,p,w,24,o,l,h,y,p
p,f,y,e,f,s,f,c,n,b,t,?,316,s,k,w,w,p,w,23,o,e,w,v,l
e,x,f,g,f,n,f,w,b,g,e,?,242,s,s,w,w,p,w,23,t,p,w,n,g
e,x,y,e,t,n,f,c,b,p,t,b,139,s,s,w,w,p,w,25,o,p,k,y,d
e,x,f,w,f,n,f,w,b,n,t,e,182,f,s,w,w,p,w,24,o,e,k,s,g
e,x,f,g,t,n,f,c,b,u,t,b,3,s,s,w,w,p,w,40,o,p,k,y,d
p,f,s,n,t,p,f,c,n,n,e,e,194,s,s,w,w,p,w,24,o,p,n,v,u
p,f,s,e,f,y,f,c,n,b,t,?,263,s,s,p,w,p,w,25,o,e,w,v,p
p,f,f,y,f,n,f,c,n,w,e,?,57,k,y,w,n,p,w,56,o,e,w,v,d
p,f,y,n,t,p,f,c,n,n,e,e,452,s,s,w,w,p,w,24,o,p,k,s,g
e,f,y,e,t,n,f,c,b,n,t,b,75,s,s,p,g,p,w,24,o,p,k,v,d
e,x,f,e,t,n,f,c,b,u,t,b,550,s,s,g,w,p,w,26,o,p,k,v,d
p,x,y,w,t,p,f,c,n,p,e,e,22,s,s,w,w,p,w,24,o,p,n,v,g
e,x,f,e,t,n,f,c,b,u,t,b,638,s,s,p,g,p,w,23,o,p,k,v,d
e,b,s,n,f,n,a,c,b,n,e,?,281,s,s,o,o,p,n,25,o,p,n,c,l
p,k,s,n,f,y,f,c,n,b,t,?,79,s,s,p,p,p,w,70,o,e,w,v,p
e,f,y,n,t,n,f,c,b,e,e,?,153,s,s,e,w,p,w,24,t,e,w,c,w
p,f,s,n,t,p,f,c,n,n,e,e,111,s,s,w,w,p,w,23,o,p,n,v,g
p,f,y,e,f,m,a,c,b,w,e,c,567,k,y,c,c,p,w,23,n,n,w,c,d
e,s,f,n,f,n,f,c,n,p,e,e,72,s,s,w,w,p,w,24,o,p,k,v,u
p,x,f,p,f,c,f,w,n,u,e,b,198,s,s,w,w,p,w,44,o,p,n,s,d
p,x,y,g,f,f,f,c,b,g,e,b,200,k,k,p,p,p,w,65,o,l,h,v,d
e,f,f,e,t,n,f,c,b,n,t,b,19,s,s,p,g,p,w,22,o,p,k,y,d
e,x,f,n,t,n,f,c,b,p,t,b,60,s,s,p,g,p,w,28,o,p,n,y,d
p,x,s,w,t,f,f,c,b,w,t,b,449,s,s,w,w,p,w,25,o,p,h,s,u
e,x,f,e,t,n,f,c,b,n,t,b,162,s,s,g,w,p,w,58,o,p,k,v,d
e,f,f,n,t,n,f,c,b,w,t,b,107,s,s,p,p,p,w,37,o,p,n,v,d
p,k,y,e,f,y,f,c,n,b,t,?,48,s,s,w,p,p,w,39,o,e,w,v,l
e,x,y,g,t,n,f,c,b,n,t,b,394,s,s,p,p,p,w,38,o,p,n,v,d
e,f,y,e,t,n,f,c,b,w,t,b,106,s,s,g,p,p,w,69,o,p,n,v,d
p,x,y,n,t,p,f,c,n,n,e,e,97,s,s,w,w,p,w,32,o,p,k,s,g
e,x,y,c,f,n,f,w,n,w,e,b,243,f,s,w,n,p,w,25,o,e,w,v,l
e,x,f,g,t,n,f,c,b,w,t,b,6,s,s,g,g,p,w,22,o,p,n,v,d
e,x,y,n,t,n,f,c,b,n,t,b,89,s,s,w,g,p,w,58,o,p,n,v,d
p,x,y,e,f,y,f,c,n,b,t,?,3,k,s,w,w,p,w,23,o,e,w,v,d
p,x,f,g,f,f,f,c,b,p,e,b,31,k,k,p,n,p,w,24,o,l,h,v,g
e,f,f,n,t,n,f,c,b,w,t,b,152,s,s,g,g,p,w,0,o,p,k,y,d
e,x,s,y,t,a,f,c,b,g,e,c,84,s,s,w,w,p,w,28,o,p,k,s,m
p,f,s,n,f,s,f,c,n,b,t,?,64,s,k,w,w,p,w,57,o,e,w,v,d
p,x,y,y,f,f,f,c,b,g,e,b,8,k,k,b,p,p,w,39,o,l,h,v,g
p,f,s,n,f,s,f,c,n,b,t,?,172,k,k,w,w,p,w,37,o,e,w,v,p
p,f,y,e,f,y,f,c,n,b,t,?,111,k,s,w,w,p,w,39,o,e,w,v,l
e,x,f,n,t,n,f,c,b,u,t,b,459,s,s,g,g,p,w,52,o,p,n,v,d
e,f,f,n,t,n,f,c,b,n,t,b,81,s,s,p,w,p,w,27,o,p,k,y,d
p,f,y,y,f,f,f,c,b,h,e,b,58,k,k,b,b,p,w,35,o,l,h,y,d
p,f,s,e,f,y,f,c,n,b,t,?,11,k,s,p,p,p,w,25,o,e,w,v,d
p,k,s,n,f,f,f,c,n,b,t,?,24,s,s,w,p,p,w,60,o,e,w,v,l
e,x,y,y,t,a,f,c,b,w,e,r,81,s,y,w,w,p,w,30,o,p,k,y,g
e,b,s,n,f,n,a,c,b,o,e,?,290,s,s,o,o,p,n,25,o,p,y,c,l
p,f,y,e,f,y,f,c,n,b,t,?,87,k,s,w,w,p,w,22,o,e,w,v,p
p,f,f,y,f,f,f,c,b,h,e,b,190,k,k,n,b,p,w,26,o,l,h,v,p
p,x,y,g,f,f,f,c,b,p,e,b,372,k,k,p,n,p,w,34,o,l,h,v,g
e,k,y,b,t,n,f,c,b,e,e,?,45,s,s,w,e,p,w,23,t,e,w,c,w
p,x,y,y,f,f,f,c,b,h,e,b,539,k,k,b,n,p,w,48,o,l,h,y,d
e,b,s,y,t,a,f,c,b,n,e,c,47,s,s,w,w,p,w,25,o,p,k,n,m
e,x,y,n,t,n,f,c,b,n,t,b,453,s,s,p,g,p,w,44,o,p,n,y,d
e,f,f,g,t,n,f,c,b,p,t,b,248,s,s,w,w,p,w,24,o,p,k,v,d
e,x,y,g,t,n,f,c,b,w,t,b,25,s,s,g,w,p,w,26,o,p,k,v,d
p,k,y,e,f,f,f,c,n,b,t,?,681,s,s,w,p,p,w,30,o,e,w,v,d
p,x,y,n,f,y,f,c,n,b,t,?,288,s,s,w,p,p,w,44,o,e,w,v,d
e,x,s,w,f,n,f,w,b,k,t,e,145,f,s,w,w,p,w,23,o,e,k,s,g
e,x,f,n,t,n,f,c,b,n,t,b,115,s,s,p,p,p,w,22,o,p,n,y,d
p,k,s,n,f,f,f,c,n,b,t,?,99,k,k,p,p,p,w,23,o,e,w,v,p
p,x,s,e,f,f,f,c,n,b,t,?,74,k,s,p,p,p,w,46,o,e,w,v,p
e,x,s,g,f,n,f,w,b,p,e,?,496,s,s,w,w,p,w,61,t,p,w,n,g
p,f,y,n,f,s,f,c,n,b,t,?,157,k,s,p,p,p,w,24,o,e,w,v,l
p,f,s,e,f,f,f,c,n,b,t,?,425,k,s,p,w,p,w,23,o,e,w,v,p
e,f,y,n,t,n,f,c,b,p,t,b,306,s,s,g,p,p,w,23,o,p,n,y,d
p,k,s,e,f,y,f,c,n,b,t,?,484,k,s,p,p,p,w,31,o,e,w,v,d
p,x,y,n,f,s,f,c,n,b,t,?,3,s,k,w,p,p,w,0,o,e,w,v,l
p,k,y,n,f,n,f,c,n,w,e,?,2300,k,y,w,n,p,w,23,o,e,w,v,d
p,f,y,n,f,s,f,c,n,b,t,?,31,s,s,p,p,p,w,23,o,e,w,v,l
e,b,y,y,t,l,f,c,b,g,e,c,1,s,s,w,w,p,w,0,o,p,k,s,g
e,x,f,g,t,n,f,c,b,w,t,b,35,s,s,g,w,p,w,22,o,p,n,v,d
p,k,y,e,f,s,f,c,n,b,t,?,2,k,s,w,w,p,w,23,o,e,w,v,l
e,x,y,e,t,n,f,c,b,u,t,b,322,s,s,p,g,p,w,23,o,p,n,v,d
p,x,s,e,f,y,f,c,n,b,t,?,82,s,s,p,w,p,w,28,o,e,w,v,l
e,x,y,n,t,n,f,c,b,n,t,b,89,s,s,g,w,p,w,24,o,p,n,v,d
p,x,f,g,f,c,f,c,n,p,e,b,390,s,s,w,w,p,w,34,o,p,k,v,d
e,x,y,e,t,n,f,c,b,n,t,b,6,s,s,p,p,p,w,23,o,p,n,v,d
p,x,y,e,f,f,f,c,n,b,t,?,18,s,s,p,p,p,w,53,o,e,w,v,l
e,x,y,n,t,n,f,c,b,p,t,b,10,s,s,g,w,p,w,23,o,p,n,y,d
e,x,y,n,t,n,f,c,b,n,t,b,2,s,s,w,p,p,w,34,o,p,k,v,d
p,x,y,y,f,f,f,c,b,h,e,b,319,k,k,p,b,p,w,26,o,l,h,v,d
p,x,f,g,f,f,f,c,b,p,e,b,147,k,k,p,b,p,w,33,o,l,h,v,d
p,k,s,e,f,f,f,c,n,b,t,?,70,k,k,p,w,p,w,63,o,e,w,v,l
e,b,s,n,f,n,a,c,b,o,e,?,202,s,s,o,o,p,n,22,o,p,y,v,l
e,f,f,g,f,n,f,w,b,n,t,e,2,s,s,w,w,p,w,0,o,e,n,s,g
e,x,y,g,t,n,f,c,b,p,t,b,347,s,s,g,p,p,w,39,o,p,k,v,d
p,f,y,y,f,f,f,c,b,h,e,b,8,k,k,n,b,p,w,24,o,l,h,v,p
p,x,s,n,f,y,f,c,n,b,t,?,354,s,s,w,p,p,w,28,o,e,w,v,p
e,x,s,p,t,n,f,c,b,e,e,?,3500,s,s,w,w,p,w,54,t,e,w,c,w
p,x,y,e,f,f,f,c,n,b,t,?,237,k,k,w,p,p,w,30,o,e,w,v,p
e,x,y,y,t,a,f,c,b,k,e,c,103,s,s,w,w,p,w,23,o,p,n,n,g
p,f,f,g,f,f,f,c,b,h,e,b,301,k,k,b,p,p,w,49,o,l,h,y,p
e,x,y,e,t,n,f,c,b,n,t,b,21,s,s,w,w,p,w,38,o,p,k,y,d
p,f,y,e,f,s,f,c,n,b,t,?,42,k,s,w,p,p,w,33,o,e,w,v,l
p,f,y,y,f,f,f,c,b,g,e,b,229,k,k,b,b,p,w,23,o,l,h,y,g
e,x,f,n,t,n,f,c,b,u,t,b,130,s,s,g,p,p,w,44,o,p,k,y,d
e,b,s,y,t,a,f,c,b,n,e,c,74,s,s,w,w,p,w,37,o,p,n,n,g
p,b,y,y,f,n,f,w,n,y,e,c,508,y,y,y,y,p,y,49,o,e,w,c,l
e,f,s,n,f,n,a,c,b,n,e,?,451,s,s,o,o,p,o,23,o,p,n,v,l
e,x,f,e,t,n,f,c,b,w,t,b,186,s,s,g,w,p,w,22,o,p,n,v,d
p,b,y,p,t,n,f,c,b,g,e,b,376,s,s,w,w,p,w,67,t,p,r,v,g
p,k,y,e,f,m,a,c,b,w,e,c,144,k,y,c,c,p,w,26,n,n,w,c,d
e,x,f,g,f,n,f,w,b,k,t,e,79,f,s,w,w,p,w,24,o,e,k,s,g
p,x,s,n,f,s,f,c,n,b,t,?,269,s,k,p,w,p,w,38,o,e,w,v,l
e,f,y,g,t,n,f,c,b,u,t,b,370,s,s,p,g,p,w,25,o,p,n,y,d
e,x,y,g,t,n,f,c,b,u,t,b,87,s,s,p,p,p,w,23,o,p,n,v,d
e,k,s,n,f,n,a,c,b,n,e,?,164,s,s,o,o,p,n,29,o,p,o,c,l
p,k,y,e,f,s,f,c,n,b,t,?,264,s,k,p,p,p,w,23,o,e,w,v,p
p,f,f,g,f,f,f,c,b,h,e,b,6,k,k,n,b,p,w,42,o,l,h,y,g
p,f,y,e,f,f,f,c,n,b,t,?,97,s,k,p,p,p,w,41,o,e,w,v,l
e,x,y,y,t,a,f,c,b,p,e,r,79,s,y,w,w,p,w,24,o,p,n,y,p
e,k,y,c,f,n,f,w,n,w,e,b,46,s,f,w,n,p,w,67,o,e,w,v,l
p,f,s,e,f,s,f,c,n,b,t,?,120,s,s,p,p,p,w,40,o,e,w,v,d
e,x,f,g,f,n,f,c,n,k,e,e,145,s,s,w,w,p,w,23,o,p,k,y,u
e,f,s,w,t,l,f,w,n,p,t,b,2,s,s,w,w,p,w,31,o,p,u,v,d
p,k,s,n,f,s,f,c,n,b,t,?,77,s,s,w,p,p,w,47,o,e,w,v,d
e,f,y,e,t,n,f,c,b,w,t,b,95,s,s,g,p,p,w,24,o,p,k,v,d
p,x,f,g,f,f,f,c,b,h,e,b,331,k,k,n,b,p,w,31,o,l,h,v,p
e,x,f,g,t,n,f,c,b,u,t,b,149,s,s,p,p,p,w,60,o,p,n,v,d
p,k,y,e,f,s,f,c,n,b,t,?,276,s,k,w,p,p,w,31,o,e,w,v,d
e,x,f,g,t,n,f,c,b,n,t,b,314,s,s,p,w,p,w,41,o,p,n,v,d
e,b,s,g,f,n,f,w,b,p,e,?,868,k,s,w,w,p,w,23,t,p,w,s,g
p,x,s,w,f,c,f,w,n,p,e,b,187,s,s,w,w,p,w,23,o,p,k,v,d
p,f,y,y,f,f,f,c,b,g,e,b,324,k,k,n,p,p,w,25,o,l,h,v,p
e,x,f,g,t,n,f,c,b,w,t,b,514,s,s,p,p,p,w,34,o,p,k,v,d
p,x,y,e,f,y,f,c,n,b,t,?,361,k,s,w,w,p,w,23,o,e,w,v,l
e,x,s,w,f,n,f,w,b,p,t,e,138,s,f,w,w,p,w,23,o,e,n,a,g
p,x,s,e,f,f,f,c,n,b,t,?,88,k,k,w,w,p,w,30,o,e,w,v,l
e,x,f,g,f,n,f,w,b,w,e,?,602,s,s,w,w,p,w,23,t,p,w,n,g
e,x,y,w,t,a,f,c,b,n,e,c,9,s,s,w,w,p,w,23,o,p,n,n,g
p,f,s,b,t,f,f,c,b,w,t,b,63,f,f,w,w,p,w,30,o,p,h,s,g
p,f,y,g,f,f,f,c,b,h,e,b,23,k,k,p,b,p,w,26,o,l,h,y,g
p,k,s,n,f,f,f,c,n,b,t,?,205,k,k,p,w,p,w,27,o,e,w,v,p
